z,H_z_km_s_Mpc,E_z,q_z
3.97,459.1355467080998,7.004890482997937,0.5135655257064851
3.98,460.53441960934447,7.026232658621473,0.5133512350296145
3.99,461.9345392007451,7.047593854615076,0.5131417262092186
4.0,463.33590749872235,7.068974101742655,0.5129369717556074
4.01,464.7385265268007,7.090373430876507,0.5127369443671306
4.0200000000000005,466.1423983155071,7.111791872995759,0.5125416164380376
4.03,467.54752490136326,7.133229459171001,0.5123508447238596
4.04,468.95390811171933,7.154686217281552,0.5121642225243432
4.05,470.3615492867634,7.176162167774253,0.5119814243202938
4.0600000000000005,471.7704497044968,7.1976573301471785,0.5118023915649328
4.07,473.18061064935847,7.21917172399662,0.5116271029297383
4.08,474.5920334121467,7.240705369015893,0.5114555372271776
4.09,476.00471928993863,7.262258284994105,0.5112876734149205
4.1,477.41866958601366,7.283830491814992,0.5111234905930244
4.11,478.8338856097766,7.305422009455741,0.5109629680003798
4.12,480.2503686766811,7.327032857985828,0.5108060850200127
4.13,481.6681201081566,7.348663057565894,0.5106528211706274
4.14,483.0871412315339,7.370312628446623,0.5105031509842775
4.15,484.50743337030895,7.391981590820183,0.510356902636582
4.16,485.9289975772521,7.413669960748373,0.5102137458185303
4.17,487.3518346003377,7.4353777496428055,0.5100734899008126
4.18,488.77594517661623,7.457104968748435,0.5099361100260602
4.19,490.20133004863783,7.478851629394123,0.5098015902304947
4.2,491.6279899643928,7.500617742991728,0.5096699146578658
4.21,493.05592567725387,7.522403321035226,0.5095410675573362
4.22,494.485137945917,7.544208375099809,0.5094150332836125
4.23,495.91562753434573,7.566032916841036,0.5092917962951999
4.24,497.3473952117131,7.587876957993944,0.5091713411555179
4.25,498.78044175234714,7.6097405103722195,0.5090536525285643
4.26,500.21476793567524,7.631623585867347,0.5089387114635895
4.2700000000000005,501.65037453907667,7.653526196339563,0.5088263873839509
4.28,503.08726213158224,7.675448350470398,0.5087164254567416
4.29,504.5254310415226,7.697390053269092,0.5086086769048563
4.3,505.9648815884891,7.719351309611551,0.5085031225596253
4.3100000000000005,507.40561409687666,7.74133212444697,0.5083997504880491
4.32,508.8476288958395,7.763332502797154,0.5082985488398937
4.33,510.2909263192451,7.785352449755818,0.5081995058398412
4.34,511.7355067056313,7.807391970487928,0.5081026097910046
4.3500000000000005,513.1813703981611,7.82945107022902,0.5080078490723254
4.36,514.6285177445804,7.851529754284544,0.5079152121419566
4.37,516.0769490971745,7.873628028029209,0.5078246875311487
